county,precinct,office,district,candidate,party,votes,election_day,early_voting,central_count
La Paz,060 EHRENBERG,U.S. Senate,,"KIRKPATRICK, ANN",DEM,65,20,25,20
La Paz,060 EHRENBERG,U.S. Senate,,"SWING, GARY",GRN,21,14,5,2
La Paz,060 EHRENBERG,U.S. Senate,,Write-in,,0,0,0,0
La Paz,060 EHRENBERG,U.S. House,4,Registered Voters,,467,0,0,0
La Paz,060 EHRENBERG,U.S. House,4,Times Counted,,259,104,101,54
La Paz,060 EHRENBERG,U.S. House,4,Times Blank Voted,,13,5,5,3
La Paz,060 EHRENBERG,U.S. House,4,Times Over Voted,,0,0,0,0
La Paz,060 EHRENBERG,U.S. House,4,Number of Under Votes,,0,0,0,0
La Paz,060 EHRENBERG,U.S. House,4,"GOSAR, PAUL",REP,182,75,77,30
La Paz,060 EHRENBERG,U.S. House,4,"WEISSER, MIKEL",DEM,63,24,19,20
La Paz,060 EHRENBERG,U.S. House,4,Write-in,,1,0,0,1
La Paz,060 EHRENBERG,State Senate,5,Registered Voters,,467,0,0,0
La Paz,060 EHRENBERG,State Senate,5,Times Counted,,259,104,101,54
La Paz,060 EHRENBERG,State Senate,5,Times Blank Voted,,79,24,31,24
La Paz,060 EHRENBERG,State Senate,5,Times Over Voted,,0,0,0,0
La Paz,060 EHRENBERG,State Senate,5,Number of Under Votes,,0,0,0,0
La Paz,060 EHRENBERG,State Senate,5,"BORRELLI, SONNY",REP,176,77,70,29
La Paz,060 EHRENBERG,State Senate,5,Write-in 20,,4,3,0,1
La Paz,060 EHRENBERG,State Representative,5,Registered Voters,,467,0,0,0
La Paz,060 EHRENBERG,State Representative,5,Times Counted,,259,104,101,54
La Paz,060 EHRENBERG,State Representative,5,Times Blank Voted,,12,4,5,3
La Paz,060 EHRENBERG,State Representative,5,Times Over Voted,,0,0,0,0
La Paz,060 EHRENBERG,State Representative,5,Number of Under Votes,,121,51,43,27
La Paz,060 EHRENBERG,State Representative,5,"COBB, REGINA",REP,137,54,57,26
La Paz,060 EHRENBERG,State Representative,5,"MOSLEY, PAUL",REP,149,60,65,24
La Paz,060 EHRENBERG,State Representative,5,"WEISSER, BETH",DEM,65,21,23,21
La Paz,060 EHRENBERG,State Representative,5,"BIASIUCCI, LEO",GRN,21,13,4,4
La Paz,060 EHRENBERG,State Representative,5,Write-in 60,,1,1,0,0
La Paz,060 EHRENBERG,Corporation Commissioner (Elect 3),,Registered Voters,,467,0,0,0
La Paz,060 EHRENBERG,Corporation Commissioner (Elect 3),,Times Counted,,259,104,101,54
La Paz,060 EHRENBERG,Corporation Commissioner (Elect 3),,Times Blank Voted,,22,6,11,5
La Paz,060 EHRENBERG,Corporation Commissioner (Elect 3),,Times Over Voted,,0,0,0,0
La Paz,060 EHRENBERG,Corporation Commissioner (Elect 3),,Number of Under Votes,,214,91,71,52
La Paz,060 EHRENBERG,Corporation Commissioner (Elect 3),,"BURNS, ROBERT \BOB\""""",REP,136,53,62,21
La Paz,060 EHRENBERG,Corporation Commissioner (Elect 3),,"DUNN, BOYD",REP,110,46,45,19
La Paz,060 EHRENBERG,Corporation Commissioner (Elect 3),,"TOBIN, ANDY",REP,128,48,56,24
La Paz,060 EHRENBERG,Corporation Commissioner (Elect 3),,"CHABIN, TOM",DEM,61,26,18,17
La Paz,060 EHRENBERG,Corporation Commissioner (Elect 3),,"MUNDELL, WILLIAM",DEM,61,29,18,14
La Paz,060 EHRENBERG,Corporation Commissioner (Elect 3),,Write-in 80,,1,1,0,0
La Paz,060 EHRENBERG,Board of Supervisors Dist. 3,,Registered Voters,,467,0,0,0
La Paz,060 EHRENBERG,Board of Supervisors Dist. 3,,Times Counted,,259,104,101,54
La Paz,060 EHRENBERG,Board of Supervisors Dist. 3,,Times Blank Voted,,12,5,3,4
La Paz,060 EHRENBERG,Board of Supervisors Dist. 3,,Times Over Voted,,0,0,0,0
La Paz,060 EHRENBERG,Board of Supervisors Dist. 3,,Number of Under Votes,,0,0,0,0
La Paz,060 EHRENBERG,Board of Supervisors Dist. 3,,"IRWIN, HOLLY",REP,176,74,67,35
La Paz,060 EHRENBERG,Board of Supervisors Dist. 3,,"ZAKRAJSEK, GARY",IND,70,25,31,14
La Paz,060 EHRENBERG,Board of Supervisors Dist. 3,,Write-in 30,,1,0,0,1
La Paz,060 EHRENBERG,County Attorney,,Registered Voters,,467,0,0,0
La Paz,060 EHRENBERG,County Attorney,,Times Counted,,259,104,101,54
La Paz,060 EHRENBERG,County Attorney,,Times Blank Voted,,11,5,3,3
La Paz,060 EHRENBERG,County Attorney,,Times Over Voted,,0,0,0,0
La Paz,060 EHRENBERG,County Attorney,,Number of Under Votes,,0,0,0,0
La Paz,060 EHRENBERG,County Attorney,,"FIELD, KATHY",REP,170,65,75,30
La Paz,060 EHRENBERG,County Attorney,,"ROGERS, TONY",DEM,78,34,23,21
La Paz,060 EHRENBERG,County Attorney,,Write-in 30,,0,0,0,0
La Paz,060 EHRENBERG,Sheriff,,Registered Voters,,467,0,0,0
La Paz,060 EHRENBERG,Sheriff,,Times Counted,,259,104,101,54
La Paz,060 EHRENBERG,Sheriff,,Times Blank Voted,,12,3,4,5
La Paz,060 EHRENBERG,Sheriff,,Times Over Voted,,0,0,0,0
La Paz,060 EHRENBERG,Sheriff,,Number of Under Votes,,0,0,0,0
La Paz,060 EHRENBERG,Sheriff,,"RISEN, WILLIAM",REP,167,71,72,24
La Paz,060 EHRENBERG,Sheriff,,"VIDRINE, FRANK",DEM,73,29,20,24
La Paz,060 EHRENBERG,Sheriff,,Write-in 30,,7,1,5,1
La Paz,060 EHRENBERG,County Treasurer,,Registered Voters,,467,0,0,0
La Paz,060 EHRENBERG,County Treasurer,,Times Counted,,259,104,101,54
La Paz,060 EHRENBERG,County Treasurer,,Times Blank Voted,,54,20,17,17
La Paz,060 EHRENBERG,County Treasurer,,Times Over Voted,,0,0,0,0
La Paz,060 EHRENBERG,County Treasurer,,Number of Under Votes,,0,0,0,0
La Paz,060 EHRENBERG,County Treasurer,,"CASTRO, LEAH",REP,203,82,84,37
La Paz,060 EHRENBERG,County Treasurer,,Write-in 20,,2,2,0,0
La Paz,060 EHRENBERG,County School Superintendent,,Registered Voters,,467,0,0,0
La Paz,060 EHRENBERG,County School Superintendent,,Times Counted,,259,104,101,54
La Paz,060 EHRENBERG,County School Superintendent,,Times Blank Voted,,15,7,5,3
La Paz,060 EHRENBERG,County School Superintendent,,Times Over Voted,,0,0,0,0
La Paz,060 EHRENBERG,County School Superintendent,,Number of Under Votes,,0,0,0,0
La Paz,060 EHRENBERG,County School Superintendent,,"PRICE, JACQULINE",REP,173,66,81,26
La Paz,060 EHRENBERG,County School Superintendent,,"HEREDIA, ARMANDO",DEM,70,31,15,24
La Paz,060 EHRENBERG,County School Superintendent,,Write-in 30,,1,0,0,1
La Paz,060 EHRENBERG,County Recorder,,Registered Voters,,467,0,0,0
La Paz,060 EHRENBERG,County Recorder,,Times Counted,,259,104,101,54
La Paz,060 EHRENBERG,County Recorder,,Times Blank Voted,,53,20,15,18
La Paz,060 EHRENBERG,County Recorder,,Times Over Voted,,0,0,0,0
La Paz,060 EHRENBERG,County Recorder,,Number of Under Votes,,0,0,0,0
La Paz,060 EHRENBERG,County Recorder,,"BAKER, SHELLY",REP,202,82,86,34
La Paz,060 EHRENBERG,County Recorder,,Write-in 20,,4,2,0,2
La Paz,060 EHRENBERG,County Assessor,,Registered Voters,,467,0,0,0
La Paz,060 EHRENBERG,County Assessor,,Times Counted,,259,104,101,54
La Paz,060 EHRENBERG,County Assessor,,Times Blank Voted,,55,21,16,18
La Paz,060 EHRENBERG,County Assessor,,Times Over Voted,,0,0,0,0
La Paz,060 EHRENBERG,County Assessor,,Number of Under Votes,,0,0,0,0
La Paz,060 EHRENBERG,County Assessor,,"CAMACHO, ANNA",REP,201,82,85,34
La Paz,060 EHRENBERG,County Assessor,,Write-in 20,,3,1,0,2
La Paz,060 EHRENBERG,"Retain Justice TIMMER, ANN",,Registered Voters,,467,0,0,0
La Paz,060 EHRENBERG,"Retain Justice TIMMER, ANN",,Times Counted,,259,104,101,54
La Paz,060 EHRENBERG,"Retain Justice TIMMER, ANN",,Times Blank Voted,,53,19,20,14
La Paz,060 EHRENBERG,"Retain Justice TIMMER, ANN",,Times Over Voted,,1,0,1,0
La Paz,060 EHRENBERG,"Retain Justice TIMMER, ANN",,Number of Under Votes,,0,0,0,0
La Paz,060 EHRENBERG,"Retain Justice TIMMER, ANN",,YES,,159,68,61,30
La Paz,060 EHRENBERG,"Retain Justice TIMMER, ANN",,NO,,46,17,19,10
La Paz,060 EHRENBERG,"Retain Judge BROWN, MICHAEL J.",,Registered Voters,,467,0,0,0
La Paz,060 EHRENBERG,"Retain Judge BROWN, MICHAEL J.",,Times Counted,,259,104,101,54
La Paz,060 EHRENBERG,"Retain Judge BROWN, MICHAEL J.",,Times Blank Voted,,53,18,20,15
La Paz,060 EHRENBERG,"Retain Judge BROWN, MICHAEL J.",,Times Over Voted,,1,0,1,0
La Paz,060 EHRENBERG,"Retain Judge BROWN, MICHAEL J.",,Number of Under Votes,,0,0,0,0
La Paz,060 EHRENBERG,"Retain Judge BROWN, MICHAEL J.",,YES,,150,68,54,28
La Paz,060 EHRENBERG,"Retain Judge BROWN, MICHAEL J.",,NO,,55,18,26,11
La Paz,060 EHRENBERG,"Retain Judge JONES, KENTON",,Registered Voters,,467,0,0,0
La Paz,060 EHRENBERG,"Retain Judge JONES, KENTON",,Times Counted,,259,104,101,54
La Paz,060 EHRENBERG,"Retain Judge JONES, KENTON",,Times Blank Voted,,51,18,20,13
La Paz,060 EHRENBERG,"Retain Judge JONES, KENTON",,Times Over Voted,,1,0,1,0
La Paz,060 EHRENBERG,"Retain Judge JONES, KENTON",,Number of Under Votes,,0,0,0,0
La Paz,060 EHRENBERG,"Retain Judge JONES, KENTON",,YES,,160,71,59,30
La Paz,060 EHRENBERG,"Retain Judge JONES, KENTON",,NO,,47,15,21,11
La Paz,060 EHRENBERG,"Retain Judge THOMPSON, JON W.",,Registered Voters,,467,0,0,0
La Paz,060 EHRENBERG,"Retain Judge THOMPSON, JON W.",,Times Counted,,259,104,101,54
La Paz,060 EHRENBERG,"Retain Judge THOMPSON, JON W.",,Times Blank Voted,,54,21,19,14
La Paz,060 EHRENBERG,"Retain Judge THOMPSON, JON W.",,Times Over Voted,,1,0,1,0
La Paz,060 EHRENBERG,"Retain Judge THOMPSON, JON W.",,Number of Under Votes,,0,0,0,0
La Paz,060 EHRENBERG,"Retain Judge THOMPSON, JON W.",,YES,,156,70,60,26
La Paz,060 EHRENBERG,"Retain Judge THOMPSON, JON W.",,NO,,48,13,21,14
La Paz,060 EHRENBERG,Proposition 205,,Registered Voters,,467,0,0,0
La Paz,060 EHRENBERG,Proposition 205,,Times Counted,,259,104,101,54
La Paz,060 EHRENBERG,Proposition 205,,Times Blank Voted,,24,8,13,3
La Paz,060 EHRENBERG,Proposition 205,,Times Over Voted,,0,0,0,0
La Paz,060 EHRENBERG,Proposition 205,,Number of Under Votes,,0,0,0,0
La Paz,060 EHRENBERG,Proposition 205,,YES,,122,57,37,28
La Paz,060 EHRENBERG,Proposition 205,,NO,,113,39,51,23
La Paz,060 EHRENBERG,Proposition 206,,Registered Voters,,467,0,0,0
La Paz,060 EHRENBERG,Proposition 206,,Times Counted,,259,104,101,54
La Paz,060 EHRENBERG,Proposition 206,,Times Blank Voted,,26,9,13,4
La Paz,060 EHRENBERG,Proposition 206,,Times Over Voted,,0,0,0,0
La Paz,060 EHRENBERG,Proposition 206,,Number of Under Votes,,0,0,0,0
La Paz,060 EHRENBERG,Proposition 206,,YES,,136,55,48,33
La Paz,060 EHRENBERG,Proposition 206,,NO,,97,40,40,17
La Paz,062 VICKSBURG,President,,Registered Voters,,241,0,0,0
La Paz,062 VICKSBURG,President,,Times Counted,,183,32,121,30
La Paz,062 VICKSBURG,President,,Times Blank Voted,,1,0,1,0
La Paz,062 VICKSBURG,President,,Times Over Voted,,2,0,2,0
La Paz,062 VICKSBURG,President,,Number of Under Votes,,0,0,0,0
La Paz,062 VICKSBURG,President,,TRUMP / PENCE,REP,137,30,82,25
La Paz,062 VICKSBURG,President,,CLINTON / KAINE,DEM,32,2,27,3
La Paz,062 VICKSBURG,President,,JOHNSON / WELD,LIB,8,0,8,0
La Paz,062 VICKSBURG,President,,STEIN / BARAKA,GRN,1,0,1,0
La Paz,062 VICKSBURG,President,,Write-in,,2,0,0,2
La Paz,062 VICKSBURG,U.S. Senate,,Registered Voters,,241,0,0,0
La Paz,062 VICKSBURG,U.S. Senate,,Times Counted,,183,32,121,30
La Paz,062 VICKSBURG,U.S. Senate,,Times Blank Voted,,10,3,3,4
La Paz,062 VICKSBURG,U.S. Senate,,Times Over Voted,,0,0,0,0
La Paz,062 VICKSBURG,U.S. Senate,,Number of Under Votes,,0,0,0,0
La Paz,062 VICKSBURG,U.S. Senate,,"MCCAIN, JOHN",REP,111,20,72,19
La Paz,062 VICKSBURG,U.S. Senate,,"KIRKPATRICK, ANN",DEM,43,4,32,7
La Paz,062 VICKSBURG,U.S. Senate,,"SWING, GARY",GRN,15,5,10,0
La Paz,062 VICKSBURG,U.S. Senate,,Write-in,,4,0,4,0
La Paz,062 VICKSBURG,U.S. House,4,Registered Voters,,241,0,0,0
La Paz,062 VICKSBURG,U.S. House,4,Times Counted,,183,32,121,30
La Paz,062 VICKSBURG,U.S. House,4,Times Blank Voted,,8,0,3,5
La Paz,062 VICKSBURG,U.S. House,4,Times Over Voted,,0,0,0,0
La Paz,062 VICKSBURG,U.S. House,4,Number of Under Votes,,0,0,0,0
La Paz,062 VICKSBURG,U.S. House,4,"GOSAR, PAUL",REP,141,29,91,21
La Paz,062 VICKSBURG,U.S. House,4,"WEISSER, MIKEL",DEM,34,3,27,4
La Paz,062 VICKSBURG,U.S. House,4,Write-in,,0,0,0,0
La Paz,062 VICKSBURG,State Senate,5,Registered Voters,,241,0,0,0
La Paz,062 VICKSBURG,State Senate,5,Times Counted,,183,32,121,30
La Paz,062 VICKSBURG,State Senate,5,Times Blank Voted,,62,8,45,9
La Paz,062 VICKSBURG,State Senate,5,Times Over Voted,,0,0,0,0
La Paz,062 VICKSBURG,State Senate,5,Number of Under Votes,,0,0,0,0
La Paz,062 VICKSBURG,State Senate,5,"BORRELLI, SONNY",REP,120,23,76,21
La Paz,062 VICKSBURG,State Senate,5,Write-in 20,,1,1,0,0
La Paz,062 VICKSBURG,State Representative,5,Registered Voters,,241,0,0,0
La Paz,062 VICKSBURG,State Representative,5,Times Counted,,183,32,121,30
La Paz,062 VICKSBURG,State Representative,5,Times Blank Voted,,14,1,6,7
La Paz,062 VICKSBURG,State Representative,5,Times Over Voted,,0,0,0,0
La Paz,062 VICKSBURG,State Representative,5,Number of Under Votes,,60,14,39,7
La Paz,062 VICKSBURG,State Representative,5,"COBB, REGINA",REP,110,20,73,17
La Paz,062 VICKSBURG,State Representative,5,"MOSLEY, PAUL",REP,116,22,78,16
La Paz,062 VICKSBURG,State Representative,5,"WEISSER, BETH",DEM,36,4,27,5
La Paz,062 VICKSBURG,State Representative,5,"BIASIUCCI, LEO",GRN,16,2,13,1
La Paz,062 VICKSBURG,State Representative,5,Write-in 60,,0,0,0,0
La Paz,062 VICKSBURG,Corporation Commissioner (Elect 3),,Registered Voters,,241,0,0,0
La Paz,062 VICKSBURG,Corporation Commissioner (Elect 3),,Times Counted,,183,32,121,30
La Paz,062 VICKSBURG,Corporation Commissioner (Elect 3),,Times Blank Voted,,18,1,12,5
La Paz,062 VICKSBURG,Corporation Commissioner (Elect 3),,Times Over Voted,,0,0,0,0
La Paz,062 VICKSBURG,Corporation Commissioner (Elect 3),,Number of Under Votes,,109,25,64,20
La Paz,062 VICKSBURG,Corporation Commissioner (Elect 3),,"BURNS, ROBERT \BOB\""""",REP,111,22,74,15
La Paz,062 VICKSBURG,Corporation Commissioner (Elect 3),,"DUNN, BOYD",REP,102,19,67,16
La Paz,062 VICKSBURG,Corporation Commissioner (Elect 3),,"TOBIN, ANDY",REP,108,19,70,19
La Paz,062 VICKSBURG,Corporation Commissioner (Elect 3),,"CHABIN, TOM",DEM,26,3,22,1
La Paz,062 VICKSBURG,Corporation Commissioner (Elect 3),,"MUNDELL, WILLIAM",DEM,38,5,29,4
La Paz,062 VICKSBURG,Corporation Commissioner (Elect 3),,Write-in 80,,1,0,1,0
La Paz,062 VICKSBURG,Board of Supervisors Dist. 2,,Registered Voters,,241,0,0,0
La Paz,062 VICKSBURG,Board of Supervisors Dist. 2,,Times Counted,,183,32,121,30
La Paz,062 VICKSBURG,Board of Supervisors Dist. 2,,Times Blank Voted,,16,0,9,7
La Paz,062 VICKSBURG,Board of Supervisors Dist. 2,,Times Over Voted,,0,0,0,0
La Paz,062 VICKSBURG,Board of Supervisors Dist. 2,,Number of Under Votes,,0,0,0,0
La Paz,062 VICKSBURG,Board of Supervisors Dist. 2,,"MINOR, DUCE",REP,132,28,86,18
La Paz,062 VICKSBURG,Board of Supervisors Dist. 2,,"MARLER, LUKE",IND,35,4,26,5
La Paz,062 VICKSBURG,Board of Supervisors Dist. 2,,Write-in 30,,0,0,0,0
La Paz,062 VICKSBURG,County Attorney,,Registered Voters,,241,0,0,0
La Paz,062 VICKSBURG,County Attorney,,Times Counted,,183,32,121,30
La Paz,062 VICKSBURG,County Attorney,,Times Blank Voted,,6,0,5,1
La Paz,062 VICKSBURG,County Attorney,,Times Over Voted,,0,0,0,0
La Paz,062 VICKSBURG,County Attorney,,Number of Under Votes,,0,0,0,0
La Paz,062 VICKSBURG,County Attorney,,"FIELD, KATHY",REP,123,23,79,21
La Paz,062 VICKSBURG,County Attorney,,"ROGERS, TONY",DEM,54,9,37,8
La Paz,062 VICKSBURG,County Attorney,,Write-in 30,,0,0,0,0
La Paz,062 VICKSBURG,Sheriff,,Registered Voters,,241,0,0,0
La Paz,062 VICKSBURG,Sheriff,,Times Counted,,183,32,121,30
La Paz,062 VICKSBURG,Sheriff,,Times Blank Voted,,7,0,5,2
La Paz,062 VICKSBURG,Sheriff,,Times Over Voted,,0,0,0,0
La Paz,062 VICKSBURG,Sheriff,,Number of Under Votes,,0,0,0,0
La Paz,062 VICKSBURG,Sheriff,,"RISEN, WILLIAM",REP,142,27,94,21
La Paz,062 VICKSBURG,Sheriff,,"VIDRINE, FRANK",DEM,33,5,22,6
La Paz,062 VICKSBURG,Sheriff,,Write-in 30,,1,0,0,1
La Paz,062 VICKSBURG,County Treasurer,,Registered Voters,,241,0,0,0
La Paz,062 VICKSBURG,County Treasurer,,Times Counted,,183,32,121,30
La Paz,062 VICKSBURG,County Treasurer,,Times Blank Voted,,30,4,20,6
La Paz,062 VICKSBURG,County Treasurer,,Times Over Voted,,0,0,0,0
La Paz,062 VICKSBURG,County Treasurer,,Number of Under Votes,,0,0,0,0
La Paz,062 VICKSBURG,County Treasurer,,"CASTRO, LEAH",REP,153,28,101,24
La Paz,062 VICKSBURG,County Treasurer,,Write-in 20,,0,0,0,0
La Paz,062 VICKSBURG,County School Superintendent,,Registered Voters,,241,0,0,0
La Paz,062 VICKSBURG,County School Superintendent,,Times Counted,,183,32,121,30
La Paz,062 VICKSBURG,County School Superintendent,,Times Blank Voted,,16,0,10,6
La Paz,062 VICKSBURG,County School Superintendent,,Times Over Voted,,0,0,0,0
La Paz,062 VICKSBURG,County School Superintendent,,Number of Under Votes,,0,0,0,0
La Paz,062 VICKSBURG,County School Superintendent,,"PRICE, JACQULINE",REP,128,26,84,18
La Paz,062 VICKSBURG,County School Superintendent,,"HEREDIA, ARMANDO",DEM,39,6,27,6
La Paz,062 VICKSBURG,County School Superintendent,,Write-in 30,,0,0,0,0
La Paz,062 VICKSBURG,County Recorder,,Registered Voters,,241,0,0,0
La Paz,062 VICKSBURG,County Recorder,,Times Counted,,183,32,121,30
La Paz,062 VICKSBURG,County Recorder,,Times Blank Voted,,36,3,27,6
La Paz,062 VICKSBURG,County Recorder,,Times Over Voted,,0,0,0,0
La Paz,062 VICKSBURG,County Recorder,,Number of Under Votes,,0,0,0,0
La Paz,062 VICKSBURG,County Recorder,,"BAKER, SHELLY",REP,147,29,94,24
La Paz,062 VICKSBURG,County Recorder,,Write-in 20,,0,0,0,0
La Paz,062 VICKSBURG,County Assessor,,Registered Voters,,241,0,0,0
La Paz,062 VICKSBURG,County Assessor,,Times Counted,,183,32,121,30
La Paz,062 VICKSBURG,County Assessor,,Times Blank Voted,,37,3,28,6
La Paz,062 VICKSBURG,County Assessor,,Times Over Voted,,0,0,0,0
La Paz,062 VICKSBURG,County Assessor,,Number of Under Votes,,0,0,0,0
La Paz,062 VICKSBURG,County Assessor,,"CAMACHO, ANNA",REP,145,29,92,24
La Paz,062 VICKSBURG,County Assessor,,Write-in 20,,1,0,1,0
La Paz,062 VICKSBURG,"Retain Justice TIMMER, ANN",,Registered Voters,,241,0,0,0
La Paz,062 VICKSBURG,"Retain Justice TIMMER, ANN",,Times Counted,,183,32,121,30
La Paz,062 VICKSBURG,"Retain Justice TIMMER, ANN",,Times Blank Voted,,43,2,28,13
La Paz,062 VICKSBURG,"Retain Justice TIMMER, ANN",,Times Over Voted,,0,0,0,0
La Paz,062 VICKSBURG,"Retain Justice TIMMER, ANN",,Number of Under Votes,,0,0,0,0
La Paz,062 VICKSBURG,"Retain Justice TIMMER, ANN",,YES,,107,21,71,15
La Paz,062 VICKSBURG,"Retain Justice TIMMER, ANN",,NO,,33,9,22,2
La Paz,062 VICKSBURG,"Retain Judge BROWN, MICHAEL J.",,Registered Voters,,241,0,0,0
La Paz,062 VICKSBURG,"Retain Judge BROWN, MICHAEL J.",,Times Counted,,183,32,121,30
La Paz,062 VICKSBURG,"Retain Judge BROWN, MICHAEL J.",,Times Blank Voted,,46,3,30,13
La Paz,062 VICKSBURG,"Retain Judge BROWN, MICHAEL J.",,Times Over Voted,,0,0,0,0
La Paz,062 VICKSBURG,"Retain Judge BROWN, MICHAEL J.",,Number of Under Votes,,0,0,0,0
La Paz,062 VICKSBURG,"Retain Judge BROWN, MICHAEL J.",,YES,,101,21,66,14
La Paz,062 VICKSBURG,"Retain Judge BROWN, MICHAEL J.",,NO,,36,8,25,3
La Paz,062 VICKSBURG,"Retain Judge JONES, KENTON",,Registered Voters,,241,0,0,0
La Paz,062 VICKSBURG,"Retain Judge JONES, KENTON",,Times Counted,,183,32,121,30
La Paz,062 VICKSBURG,"Retain Judge JONES, KENTON",,Times Blank Voted,,44,2,29,13
La Paz,062 VICKSBURG,"Retain Judge JONES, KENTON",,Times Over Voted,,0,0,0,0
La Paz,062 VICKSBURG,"Retain Judge JONES, KENTON",,Number of Under Votes,,0,0,0,0
La Paz,062 VICKSBURG,"Retain Judge JONES, KENTON",,YES,,104,23,69,12
La Paz,062 VICKSBURG,"Retain Judge JONES, KENTON",,NO,,35,7,23,5
La Paz,062 VICKSBURG,"Retain Judge THOMPSON, JON W.",,Registered Voters,,241,0,0,0
La Paz,062 VICKSBURG,"Retain Judge THOMPSON, JON W.",,Times Counted,,183,32,121,30
La Paz,062 VICKSBURG,"Retain Judge THOMPSON, JON W.",,Times Blank Voted,,47,3,31,13
La Paz,062 VICKSBURG,"Retain Judge THOMPSON, JON W.",,Times Over Voted,,0,0,0,0
La Paz,062 VICKSBURG,"Retain Judge THOMPSON, JON W.",,Number of Under Votes,,0,0,0,0
La Paz,062 VICKSBURG,"Retain Judge THOMPSON, JON W.",,YES,,103,23,67,13
La Paz,062 VICKSBURG,"Retain Judge THOMPSON, JON W.",,NO,,33,6,23,4
La Paz,062 VICKSBURG,Bouse Elementary School Dist. 26 (Elect 3),,Registered Voters,,50,0,0,0
La Paz,062 VICKSBURG,Bouse Elementary School Dist. 26 (Elect 3),,Times Counted,,37,4,27,6
La Paz,062 VICKSBURG,Bouse Elementary School Dist. 26 (Elect 3),,Times Blank Voted,,5,0,1,4
La Paz,062 VICKSBURG,Bouse Elementary School Dist. 26 (Elect 3),,Times Over Voted,,0,0,0,0
La Paz,062 VICKSBURG,Bouse Elementary School Dist. 26 (Elect 3),,Number of Under Votes,,5,0,5,0
La Paz,062 VICKSBURG,Bouse Elementary School Dist. 26 (Elect 3),,"COOPER, ROBIN",,26,2,23,1
La Paz,062 VICKSBURG,Bouse Elementary School Dist. 26 (Elect 3),,"GARCIA, BRENDA",,17,2,14,1
La Paz,062 VICKSBURG,Bouse Elementary School Dist. 26 (Elect 3),,"GLENN, JACK",,18,3,13,2
La Paz,062 VICKSBURG,Bouse Elementary School Dist. 26 (Elect 3),,"HUHTALA, HEATHER",,15,2,12,1
La Paz,062 VICKSBURG,Bouse Elementary School Dist. 26 (Elect 3),,"NAULT, GEORGE",,15,3,11,1
La Paz,062 VICKSBURG,Bouse Elementary School Dist. 26 (Elect 3),,Write-in 80,,0,0,0,0
La Paz,062 VICKSBURG,Salome Consolidated School Dist. 30 (Elect 2),,Registered Voters,,191,0,0,0
La Paz,062 VICKSBURG,Salome Consolidated School Dist. 30 (Elect 2),,Times Counted,,146,28,94,24
La Paz,062 VICKSBURG,Salome Consolidated School Dist. 30 (Elect 2),,Times Blank Voted,,42,5,28,9
La Paz,062 VICKSBURG,Salome Consolidated School Dist. 30 (Elect 2),,Times Over Voted,,0,0,0,0
La Paz,062 VICKSBURG,Salome Consolidated School Dist. 30 (Elect 2),,Number of Under Votes,,26,7,16,3
La Paz,062 VICKSBURG,Salome Consolidated School Dist. 30 (Elect 2),,"DALTON, PAULINE",,60,14,36,10
La Paz,062 VICKSBURG,Salome Consolidated School Dist. 30 (Elect 2),,"GERMAN, CONNIE",,70,12,49,9
La Paz,062 VICKSBURG,Salome Consolidated School Dist. 30 (Elect 2),,"MCDANIEL, BROOKS",,52,13,31,8
La Paz,062 VICKSBURG,Salome Consolidated School Dist. 30 (Elect 2),,Write-in 50,,0,0,0,0
La Paz,062 VICKSBURG,Proposition 205,,Registered Voters,,241,0,0,0
La Paz,062 VICKSBURG,Proposition 205,,Times Counted,,183,32,121,30
La Paz,062 VICKSBURG,Proposition 205,,Times Blank Voted,,9,1,6,2
La Paz,062 VICKSBURG,Proposition 205,,Times Over Voted,,0,0,0,0
La Paz,062 VICKSBURG,Proposition 205,,Number of Under Votes,,0,0,0,0
La Paz,062 VICKSBURG,Proposition 205,,YES,,81,11,53,17
La Paz,062 VICKSBURG,Proposition 205,,NO,,93,20,62,11
La Paz,062 VICKSBURG,Proposition 206,,Registered Voters,,241,0,0,0
La Paz,062 VICKSBURG,Proposition 206,,Times Counted,,183,32,121,30
La Paz,062 VICKSBURG,Proposition 206,,Times Blank Voted,,8,1,4,3
La Paz,062 VICKSBURG,Proposition 206,,Times Over Voted,,0,0,0,0
La Paz,062 VICKSBURG,Proposition 206,,Number of Under Votes,,0,0,0,0
La Paz,062 VICKSBURG,Proposition 206,,YES,,90,15,63,12
La Paz,062 VICKSBURG,Proposition 206,,NO,,85,16,54,15
La Paz,064 QUARTZSITE THREE,President,,Registered Voters,,485,0,0,0
La Paz,064 QUARTZSITE THREE,President,,Times Counted,,367,68,252,47
La Paz,064 QUARTZSITE THREE,President,,Times Blank Voted,,8,2,5,1
La Paz,064 QUARTZSITE THREE,President,,Times Over Voted,,1,0,1,0
La Paz,064 QUARTZSITE THREE,President,,Number of Under Votes,,0,0,0,0
La Paz,064 QUARTZSITE THREE,President,,TRUMP / PENCE,REP,273,55,183,35
La Paz,064 QUARTZSITE THREE,President,,CLINTON / KAINE,DEM,66,10,48,8
La Paz,064 QUARTZSITE THREE,President,,JOHNSON / WELD,LIB,9,1,6,2
La Paz,064 QUARTZSITE THREE,President,,STEIN / BARAKA,GRN,2,0,2,0
La Paz,064 QUARTZSITE THREE,President,,Write-in,,8,0,7,1
